Label,Brightness,Air Pressure,Air Temperature,Xacc,Yacc,Zacc,Xgy,Ygy,Zgy,RR Interval
0,181,1024.140869140630,31.572916666666700,0.12670898,-0.9892578,0.03125,0.45731708,0.18292683,-1.5853659,0.8461920000000000
0,181,1024.140869140630,31.572916666666700,0.12792969,-0.9868164,0.035888672,-0.91463417,-0.6097561,-0.9756098,0.8461920000000000
0,181,1024.140869140630,31.572916666666700,0.13012695,-0.99487305,0.041992188,-0.15243903,-0.73170733,-1.7073171,0.8461920000000000
0,181,1024.140869140630,31.572916666666700,0.12207031,-0.9797363,0.046875,-0.70121956,-0.4878049,0.0,0.8461920000000000
0,181,1024.140869140630,31.572916666666700,0.1237793,-0.9958496,0.04638672,-0.15243903,-1.0670732,-0.18292683,0.8461920000000000
0,181,1024.140869140630,31.572916666666700,0.118896484,-0.98535156,0.04248047,0.5487805,-0.88414633,-0.79268295,0.38161600000000000
0,181,1024.140869140630,31.572916666666700,0.10644531,-0.97753906,0.057128906,0.73170733,0.30487806,-1.3719512,0.38161600000000000
0,181,1024.234375,31.572916666666700,0.1430664,-1.0029297,0.0234375,-1.6158537,-2.4085367,-3.0182927,0.298656
0,181,1024.234375,31.572916666666700,0.123046875,-0.98828125,0.030029297,0.0,-0.6707317,-0.73170733,0.116144
0,181,1024.234375,31.572916666666700,0.11010742,-0.97509766,0.046875,0.85365856,0.0,-0.73170733,0.116144
0,181,1024.234375,31.572916666666700,0.10888672,-0.98461914,0.040283203,-0.5487805,0.42682928,-1.6158537,0.116144
0,181,1024.234375,31.572916666666700,0.114746094,-0.98950195,0.040283203,-0.36585367,-0.45731708,-2.1036587,0.116144
0,181,1024.234375,31.572916666666700,0.11230469,-0.9848633,0.041259766,0.45731708,0.06097561,-2.195122,0.464576
0,181,1024.234375,31.572916666666700,0.114746094,-0.984375,0.03930664,0.6097561,-0.18292683,-1.4024391,0.464576
0,181,1024.193115234380,31.572916666666700,0.11425781,-0.98413086,0.034423828,-0.79268295,-0.7621951,-0.42682928,0.464576
0,181,1024.193115234380,31.572916666666700,0.11621094,-0.98657227,0.038330078,1.0365853,-0.24390244,-1.2804878,0.36502400000000000
0,181,1024.193115234380,31.572916666666700,0.111572266,-0.9909668,0.04663086,-0.09146342,-0.27439025,-1.4634147,0.36502400000000000
0,181,1024.193115234380,31.572916666666700,0.11645508,-0.9875488,0.045410156,0.0,-0.39634147,-1.5243902,0.24888
0,181,1024.193115234380,31.572916666666700,0.114746094,-0.9819336,0.040283203,0.30487806,-0.15243903,-1.25,0.24888
0,181,1024.193115234380,31.572916666666700,0.10424805,-0.9914551,0.03857422,-1.2195122,-0.21341464,-0.8231708,0.24888
0,181,1024.193115234380,31.572916666666700,0.107666016,-0.99121094,0.041259766,-0.33536586,-0.4878049,-1.6463416,0.24888
0,176,1024.193115234380,31.572916666666700,0.115234375,-0.99731445,0.03930664,-2.5,0.70121956,-1.4024391,0.24888
0,176,1024.202392578130,31.579166666666700,0.10888672,-0.98950195,0.03466797,-1.8597561,2.6219513,-2.1646342,0.24888
0,176,1024.202392578130,31.579166666666700,0.111572266,-0.98095703,0.03515625,-0.12195122,1.3414634,-1.25,0.813008
0,176,1024.202392578130,31.579166666666700,0.11279297,-0.9914551,0.02368164,0.0,1.3414634,-0.36585367,0.813008
0,176,1024.202392578130,31.579166666666700,0.10253906,-0.98657227,0.03149414,0.51829267,0.6402439,-2.1646342,0.813008
0,176,1024.202392578130,31.579166666666700,0.107666016,-0.98291016,0.032226562,0.945122,-0.6707317,-1.4329269,0.813008
0,176,1024.202392578130,31.579166666666700,0.09399414,-0.9970703,0.037841797,1.9512196,-2.012195,-0.945122,0.813008
0,176,1024.202392578130,31.579166666666700,0.10498047,-0.97753906,0.03100586,0.73170733,-2.042683,-1.097561,0.813008
0,181,1024.202392578130,31.579166666666700,0.10131836,-1.0039062,0.034179688,-1.0670732,-1.9817073,-2.195122,0.796416
0,181,1024.20703125,31.58125,0.107177734,-0.9733887,0.032226562,0.5487805,-1.0365853,-1.1585367,0.796416
0,181,1024.20703125,31.58125,0.11425781,-1.0004883,0.032470703,-2.1646342,-2.0731707,0.18292683,0.796416
0,181,1024.20703125,31.58125,0.11352539,-0.9880371,0.03125,1.0670732,-0.18292683,-1.6768293,0.796416
0,181,1024.20703125,31.58125,0.10107422,-0.9836426,0.04248047,0.18292683,-0.09146342,-1.3719512,0.796416
0,181,1024.20703125,31.58125,0.107910156,-0.9868164,0.048095703,-0.945122,-0.06097561,-1.097561,0.796416
0,181,1024.20703125,31.58125,0.10571289,-0.9892578,0.04321289,-0.945122,0.42682928,-1.9207318,0.7632320000000000
0,181,1024.20703125,31.58125,0.10986328,-0.99121094,0.042236328,-0.27439025,0.42682928,-1.25,0.7632320000000000
0,181,1024.20703125,31.58125,0.10131836,-0.9863281,0.04296875,0.6707317,0.030487806,-1.7987806,0.7632320000000000
0,181,1024.25390625,31.579166666666700,0.099121094,-0.9819336,0.04321289,0.51829267,-1.0670732,-0.91463417,0.7632320000000000
0,181,1024.25390625,31.579166666666700,0.099609375,-0.9929199,0.050048828,-0.6402439,-0.5487805,-1.4939024,0.7632320000000000
0,181,1024.25390625,31.579166666666700,0.10668945,-0.9914551,0.04248047,-0.70121956,-0.45731708,-1.5243902,0.7632320000000000
0,181,1024.25390625,31.579166666666700,0.107666016,-0.9848633,0.04638672,0.30487806,0.0,-0.9756098,0.7632320000000000
0,181,1024.25390625,31.579166666666700,0.11010742,-0.9692383,0.034423828,-0.51829267,0.6097561,-0.6097561,0.7632320000000000
0,181,1024.25390625,31.579166666666700,0.09863281,-0.81811523,0.021484375,-21.432928,3.0182927,19.481709,0.7632320000000000
0,181,1024.25390625,31.579166666666700,-0.08325195,-1.3334961,-0.24609375,-19.908537,10.487805,-22.164635,0.7632320000000000
0,171,1024.25390625,31.579166666666700,0.2668457,-0.6245117,0.10668945,35.182926,15.518293,-51.0061,0.7632320000000000
0,171,1024.191162109380,31.583333333333300,0.017089844,-1.123291,-0.018310547,-13.902439,-7.164634,34.57317,0.7632320000000000
0,171,1024.191162109380,31.583333333333300,0.22265625,-0.9868164,0.104003906,-4.1463413,-10.945122,7.012195,0.7632320000000000
0,171,1024.191162109380,31.583333333333300,0.28686523,-1.2165527,0.91308594,176.58537,-74.14635,-0.39634147,0.7632320000000000
0,261,1024.191162109380,31.583333333333300,0.15478516,-0.88842773,-0.31445312,94.05488,-119.451225,-239.32927,0.7632320000000000
0,261,1024.191162109380,31.583333333333300,-0.092285156,0.7487793,-0.44140625,-48.932926,54.115856,148.26219,0.7632320000000000
0,261,1024.191162109380,31.583333333333300,-0.41308594,-2.0307617,0.43286133,260.70123,113.81098,319.39026,0.7632320000000000
0,261,1024.191162109380,31.583333333333300,0.18652344,-2.0322266,1.3400879,-66.03659,-126.92074,-30.823172,0.7632320000000000
0,452,1024.191162109380,31.583333333333300,-0.42236328,-1.2790527,0.2680664,-21.341463,-169.60367,-299.2988,0.74664
0,452,1024.191162109380,31.583333333333300,0.028320312,-0.4128418,-0.064453125,-80.36585,-22.164635,-294.60367,0.74664
0,452,1024.191162109380,31.583333333333300,0.32958984,0.48779297,0.37182617,-45.884148,49.87805,87.926834,0.74664
0,452,1024.191162109380,31.583333333333300,0.43579102,-0.34155273,0.13574219,82.621956,67.19512,329.66464,0.74664
0,428,1024.191162109380,31.583333333333300,-1.2414551,-1.4343262,0.6599121,-4.420732,-23.963415,280.0,0.74664
0,428,1024.191162109380,31.583333333333300,-0.2368164,-2.2824707,-0.27807617,-242.07318,-9.756098,-108.07927,0.74664
0,428,1024.191162109380,31.583333333333300,-0.5708008,-1.0576172,-0.5234375,-3.9939024,182.5,-344.57318,0.8461920000000000
0,428,1024.191162109380,31.583333333333300,-0.1159668,0.57055664,0.2998047,124.939026,158.65854,-284.14636,0.8461920000000000
0,194,1024.191162109380,31.583333333333300,0.23876953,-0.23339844,0.0234375,-33.75,-86.92073,245.7622,0.8461920000000000
0,194,1024.169189453130,31.583333333333300,-0.28320312,-1.3486328,0.068847656,53.07927,-107.98781,341.12805,0.38161600000000000
0,194,1024.169189453130,31.583333333333300,-0.86621094,-1.4577637,0.2734375,-70.82317,-29.085367,189.72562,0.38161600000000000
0,123,1024.169189453130,31.583333333333300,-0.48828125,-1.3815918,-0.19262695,-157.07318,-11.097561,-30.70122,0.38161600000000000
0,123,1024.169189453130,31.583333333333300,-0.5324707,-0.87158203,-0.17504883,-40.457317,37.957317,-89.54269,0.36502400000000000
0,123,1024.169189453130,31.583333333333300,-0.27734375,-0.95336914,-0.18164062,-45.15244,39.90854,-96.34147,0.049776
0,123,1024.169189453130,31.583333333333300,0.045166016,-1.0200195,-0.3935547,-53.567074,58.140244,-116.40244,0.049776
0,133,1024.169189453130,31.583333333333300,0.28588867,-0.8095703,-0.2590332,-40.15244,70.27439,-124.939026,0.049776
0,133,1024.169189453130,31.583333333333300,0.49169922,-0.71240234,-0.18530273,-10.365854,68.17073,-87.98781,0.38161600000000000
0,133,1024.143798828130,31.589583333333300,0.5319824,-0.107910156,0.10107422,61.859756,12.317074,31.12805,0.099552
0,133,1024.143798828130,31.589583333333300,-0.34179688,-0.3239746,-0.033447266,110.94512,-57.591465,356.73782,0.24888
0,370,1024.143798828130,31.589583333333300,-0.8742676,-1.6174316,0.18774414,-143.10976,28.841465,226.61586,0.099552
0,370,1024.143798828130,31.589583333333300,-0.986084,-1.1008301,0.42236328,23.384148,-7.652439,135.39635,0.049776
0,370,1024.143798828130,31.589583333333300,-0.91064453,-0.25219727,0.24145508,73.90244,-2.9268293,54.817074,0.049776
0,370,1024.143798828130,31.589583333333300,-0.9482422,-0.38793945,0.2692871,197.0427,15.335366,4.542683,0.34843200000000000
0,491,1024.143798828130,31.589583333333300,-0.9020996,0.1430664,0.1665039,149.11586,31.585367,-5.121951,0.34843200000000000
0,491,1024.192626953130,31.585416666666700,-0.953125,0.08178711,0.37182617,31.524391,22.469513,-10.914635,0.34843200000000000
0,491,1024.192626953130,31.585416666666700,-0.9812012,0.057373047,0.28149414,6.4939027,5.6097565,-9.207317,0.34843200000000000
0,491,1024.192626953130,31.585416666666700,-0.95874023,0.032226562,0.26611328,-9.634147,6.006098,-10.152439,0.447984
0,419,1024.192626953130,31.585416666666700,-0.97924805,-0.076416016,0.29638672,17.073172,0.06097561,-11.829268,0.447984
0,419,1024.192626953130,31.585416666666700,-0.9560547,-0.032958984,0.2043457,19.45122,0.85365856,-17.957317,0.447984
0,419,1024.192626953130,31.585416666666700,-0.99487305,-0.08129883,0.19824219,5.030488,11.585366,-11.859756,0.447984
0,419,1024.192626953130,31.585416666666700,-1.027832,-0.080566406,0.24243164,-1.1280488,19.481709,-8.262196,0.447984
0,382,1024.192626953130,31.585416666666700,-1.0715332,-0.13598633,0.17114258,-11.981708,7.77439,-2.378049,0.447984
0,382,1024.214599609380,31.589583333333300,-0.99780273,-0.10131836,0.12573242,2.0731707,5.4573174,-4.2073174,0.447984
0,382,1024.214599609380,31.589583333333300,-1.0075684,-0.106933594,0.11987305,5.487805,4.390244,-1.890244,0.9125600000000000
0,382,1024.214599609380,31.589583333333300,-1.0021973,-0.10595703,0.10620117,2.378049,1.2195122,-2.2865853,0.9125600000000000
0,352,1024.214599609380,31.589583333333300,-0.9963379,-0.11303711,0.107421875,2.042683,-0.4878049,-1.1280488,0.265472
0,352,1024.214599609380,31.589583333333300,-1.001709,-0.103515625,0.11450195,0.42682928,-1.1585367,-0.73170733,0.265472
0,352,1024.214599609380,31.589583333333300,-0.9975586,-0.111816406,0.11816406,-1.7987806,-1.6463416,-0.33536586,0.265472
0,352,1024.214599609380,31.589583333333300,-1.0007324,-0.09277344,0.12060547,-1.890244,-1.0365853,-1.2195122,0.265472
0,362,1024.214599609380,31.589583333333300,-0.99975586,-0.08569336,0.107421875,-3.140244,-0.73170733,-1.9512196,0.265472
0,362,1024.2880859375,31.589583333333300,-1.1630859,-0.32470703,0.051757812,-364.45123,-47.073174,-124.87805,0.265472
0,362,1024.2880859375,31.589583333333300,-0.30395508,-0.5800781,0.27490234,-536.5549,70.243904,-215.57927,0.74664
0,362,1024.2880859375,31.589583333333300,-0.8210449,-0.21044922,-0.4975586,-15.70122,-19.664635,-49.725613,0.74664
0,105,1024.2880859375,31.589583333333300,-0.59350586,-1.1794434,-0.5793457,390.3354,63.689026,-7.5914636,0.74664
0,105,1024.2880859375,31.589583333333300,-0.5842285,0.053955078,0.4621582,70.18293,64.23781,-19.695122,0.74664
0,105,1024.2880859375,31.589583333333300,-0.41088867,-0.859375,0.51000977,-37.2561,-1.2195122,8.597561,0.74664
0,105,1024.2880859375,31.589583333333300,-0.38256836,-0.77856445,0.4736328,-12.804878,13.1402445,-5.121951,0.74664
0,53,1024.2880859375,31.589583333333300,-0.63916016,-0.06591797,-1.7363281,-857.37805,45.27439,-40.213417,0.74664
0,53,1024.17919921875,31.59166666666670,0.107666016,-0.44702148,-0.6767578,77.98781,76.006096,-66.28049,0.74664
0,53,1024.17919921875,31.59166666666670,-0.18823242,-1.6040039,-1.0029297,329.60367,96.097565,-127.164635,0.74664
0,53,1024.17919921875,31.59166666666670,-0.122802734,1.859375,1.2397461,-173.38416,167.37805,-121.92074,0.74664
0,0,1024.17919921875,31.59166666666670,0.44482422,-0.30297852,0.06640625,-59.05488,1.0365853,141.37195,1.2112160000000000
0,0,1024.17919921875,31.59166666666670,-0.34594727,-1.0012207,-0.044433594,-107.68293,-112.13415,293.93292,1.2112160000000000
0,0,1024.17919921875,31.59166666666670,-0.9050293,-0.9589844,-0.91625977,52.164635,-125.426834,88.04878,1.2112160000000000
0,0,1024.17919921875,31.59166666666670,-0.13867188,-1.3417969,-1.1489258,12.896341,81.73781,-86.55488,1.2112160000000000
0,4,1024.17919921875,31.59166666666670,-0.33691406,-0.7885742,-0.8811035,98.38415,157.53049,-188.2622,1.2112160000000000
0,4,1024.174072265630,31.59375,0.18969727,-0.8083496,-0.27270508,98.10976,175.54878,-207.92683,1.2112160000000000
0,4,1024.174072265630,31.59375,0.32543945,0.076171875,0.23657227,62.957317,-29.054878,45.243904,0.7632320000000000
0,4,1024.174072265630,31.59375,0.4543457,-0.18823242,-0.107910156,117.22561,-36.768295,268.9634,0.7632320000000000
0,0,1024.174072265630,31.59375,-0.7414551,-1.6621094,0.48339844,-193.32318,85.426834,279.48172,0.7632320000000000
0,0,1024.174072265630,31.59375,0.07348633,-1.3044434,0.64282227,-55.85366,-12.347561,-23.658537,0.7632320000000000
0,0,1024.174072265630,31.59375,-0.05517578,-1.092041,0.13378906,-86.006096,-25.884148,-163.59756,0.7632320000000000
0,0,1024.174072265630,31.59375,0.20141602,-0.7702637,-0.08081055,-37.2561,25.70122,-164.11586,0.7632320000000000
0,0,1024.174072265630,31.59375,0.54711914,-0.3154297,0.07763672,117.65244,39.573174,-148.68903,0.779824
0,0,1024.259521484380,31.589583333333300,0.6413574,0.0546875,0.17895508,72.19512,8.506098,52.591465,0.779824
0,0,1024.259521484380,31.589583333333300,0.6821289,-0.7541504,0.19702148,77.95732,15.335366,95.335365,0.779824
0,0,1024.259521484380,31.589583333333300,0.5788574,-0.9082031,0.5148926,4.4512196,9.02439,55.640244,0.779824
0,0,1024.259521484380,31.589583333333300,0.4128418,-0.76342773,0.27416992,20.792683,-7.804878,-8.353659,0.779824
0,0,1024.259521484380,31.589583333333300,0.43286133,-0.74560547,0.5563965,-5.4268293,-11.493903,-41.067074,0.779824
0,0,1024.259521484380,31.589583333333300,0.57373047,-0.95581055,0.49072266,-7.8353662,-9.481708,-78.414635,0.813008
0,0,1024.259521484380,31.589583333333300,0.65478516,-0.29589844,0.2211914,-38.719513,-9.603659,-100.82317,0.813008
0,0,1024.259521484380,31.589583333333300,0.5148926,-0.106933594,0.31225586,-62.40854,8.780488,83.62805,0.232288
0,0,1024.216796875,31.5875,0.4362793,-1.4765625,0.31958008,44.359756,-6.2195125,165.18294,0.232288
0,0,1024.216796875,31.5875,0.28955078,-1.4760742,0.66064453,-22.530489,9.3902445,17.92683,0.298656
0,0,1024.216796875,31.5875,0.52197266,-1.3718262,0.545166,7.9268293,-31.006098,-87.743904,0.298656
0,0,1024.216796875,31.5875,0.37768555,-0.9008789,0.29467773,-32.621952,-42.743904,-187.0122,0.24888
0,0,1024.216796875,31.5875,0.47973633,0.036621094,0.19580078,3.9634147,13.018293,-19.512196,0.24888
0,0,1024.216796875,31.5875,0.38452148,-0.16357422,0.23413086,28.841465,40.15244,244.87805,0.265472
0,0,1024.216796875,31.5875,-0.10083008,-0.80688477,0.0026855469,42.225613,20.243902,169.32927,0.265472
0,0,1024.209228515630,31.6,0.33911133,-1.1442871,0.8581543,-12.5,5.335366,2.5,0.265472
0,0,1024.209228515630,31.6,0.005859375,-1.0339355,0.41577148,9.512196,-45.15244,-67.31708,0.282064
0,0,1024.209228515630,31.6,0.05859375,-0.7692871,0.27563477,4.085366,-22.92683,-59.634148,0.282064
0,0,1024.209228515630,31.6,0.24243164,-0.81811523,0.34155273,-19.908537,-2.6219513,-12.103659,0.282064
0,0,1024.209228515630,31.6,0.3696289,-0.87353516,0.30200195,-12.408537,-5.914634,-4.237805,0.282064
0,0,1024.209228515630,31.6,0.30541992,-0.8811035,0.23852539,-5.335366,-9.786586,-8.231708,0.265472
0,0,1024.209228515630,31.6,0.32617188,-0.85131836,0.25073242,-4.268293,-0.45731708,-0.15243903,0.149328
0,0,1024.209228515630,31.6,0.3317871,-0.9104004,0.24365234,-2.5914636,0.4878049,1.3109757,0.149328
0,0,1024.3173828125,31.6,0.33325195,-0.9074707,0.2331543,0.36585367,-2.1341465,-2.7439024,0.149328
